BorrowerCreditScore,LoanAmount,LoanTerm,EmploymentStatus,AnnualIncome,DebtToIncomeRatio,PreviousDefaultHistory,TypeOfLoan,InterestRate,EconomicIndicators,ApproveLoan,LoanOfferAmount,InterestRateOffered,LoanTermOffered,AdditionalCollateralRequired,LoanPerformance,DefaultWithin12Months,RecoveryRate,CostOfRiskManagement
306,44062,Long-term,Retired,128944,60,Yes,Auto,12,Growing,No,0.0,0,N/A,No,Non-performing,Yes,6,1386
302,27911,Medium-term,Unemployed,37374,43,No,Mortgage,9,Growing,No,0.0,0,N/A,No,Non-performing,Yes,15,211
662,43525,Long-term,Employed,101471,55,No,Mortgage,9,Recession,No,0.0,0,N/A,No,Non-performing,Yes,18,4906
807,37556,Short-term,Retired,65913,16,No,Auto,13,Stable,Yes,16478.25,13,Short-term,No,Performing,No,100,1301
573,17595,Short-term,Retired,143683,59,No,Auto,6,Recession,No,0.0,0,N/A,No,Non-performing,Yes,5,1047
805,6969,Medium-term,Self-employed,64516,15,Yes,Personal,3,Recession,Yes,6969.0,3,Medium-term,No,Non-performing,Yes,10,4221
314,48753,Medium-term,Retired,107796,30,No,Business,15,Recession,No,0.0,0,N/A,No,Non-performing,Yes,75,857
491,22275,Long-term,Unemployed,46069,46,Yes,Mortgage,11,Recession,No,0.0,0,N/A,No,Non-performing,Yes,60,3488
784,9470,Medium-term,Self-employed,138333,31,No,Business,11,Stable,Yes,9470.0,11,Medium-term,No,Performing,No,100,1941
327,15225,Medium-term,Employed,104811,15,No,Mortgage,11,Stable,No,0.0,0,N/A,No,Non-performing,Yes,41,3635
338,47324,Short-term,Self-employed,138028,42,No,Personal,12,Growing,No,0.0,0,N/A,No,Non-performing,Yes,12,2393
572,46974,Medium-term,Unemployed,59178,47,Yes,Auto,4,Stable,No,0.0,0,N/A,No,Non-performing,Yes,11,1204
530,47759,Medium-term,Unemployed,52821,23,No,Personal,8,Stable,No,0.0,0,N/A,No,Non-performing,Yes,84,761
385,28196,Short-term,Self-employed,36999,68,No,Auto,17,Growing,No,0.0,0,N/A,No,Non-performing,Yes,73,1008
773,45287,Short-term,Employed,58712,10,No,Business,5,Stable,Yes,14678.0,5,Short-term,No,Performing,No,100,4717
425,18669,Long-term,Self-employed,191244,50,No,Business,13,Recession,No,0.0,0,N/A,No,Non-performing,Yes,19,1956
836,42380,Medium-term,Employed,53722,46,No,Personal,8,Recession,No,0.0,0,N/A,No,Non-performing,Yes,49,2411
444,43006,Short-term,Self-employed,30625,69,No,Auto,5,Recession,No,0.0,0,N/A,No,Non-performing,Yes,35,889
824,20577,Long-term,Unemployed,26859,63,Yes,Personal,13,Growing,No,0.0,0,N/A,No,Non-performing,Yes,91,271
511,27473,Long-term,Retired,192681,56,No,Auto,17,Recession,No,0.0,0,N/A,No,Non-performing,Yes,87,4460
324,33625,Medium-term,Retired,194379,51,No,Auto,15,Recession,No,0.0,0,N/A,No,Non-performing,Yes,68,2086
693,20504,Medium-term,Employed,130986,11,No,Business,12,Growing,Yes,20504.0,12,Medium-term,No,Performing,No,100,1985
366,29089,Long-term,Employed,41839,15,No,Business,8,Stable,No,0.0,0,N/A,No,Non-performing,Yes,36,575
532,41487,Short-term,Employed,47216,65,No,Auto,17,Recession,No,0.0,0,N/A,No,Non-performing,Yes,11,1149
408,5302,Long-term,Unemployed,72953,72,No,Auto,9,Recession,No,0.0,0,N/A,No,Non-performing,Yes,98,4229
445,36463,Medium-term,Self-employed,69522,29,No,Auto,17,Growing,No,0.0,0,N/A,No,Non-performing,Yes,39,2411
410,49912,Short-term,Unemployed,155958,16,Yes,Business,11,Stable,No,0.0,0,N/A,No,Non-performing,Yes,53,1261
527,34259,Short-term,Retired,131249,30,No,Business,4,Growing,No,0.0,0,N/A,No,Non-performing,Yes,1,915
410,47823,Long-term,Employed,27485,16,No,Mortgage,10,Stable,No,0.0,0,N/A,No,Non-performing,Yes,49,3866
769,42208,Medium-term,Self-employed,182527,47,No,Auto,4,Recession,No,0.0,0,N/A,No,Non-performing,Yes,40,3022
333,35659,Long-term,Retired,167839,55,No,Mortgage,13,Recession,No,0.0,0,N/A,No,Non-performing,Yes,44,853
668,40840,Long-term,Retired,132701,41,No,Auto,9,Stable,No,0.0,0,N/A,No,Non-performing,Yes,8,4761
724,36890,Long-term,Retired,179525,50,No,Business,8,Growing,No,0.0,0,N/A,No,Non-performing,Yes,61,561
817,18598,Short-term,Unemployed,122638,57,No,Mortgage,12,Stable,No,0.0,0,N/A,No,Non-performing,Yes,85,3339
581,24508,Short-term,Employed,32226,17,No,Mortgage,7,Growing,No,0.0,0,N/A,No,Non-performing,Yes,46,2802
619,47287,Medium-term,Retired,113405,58,No,Personal,13,Stable,No,0.0,0,N/A,No,Non-performing,Yes,4,180
742,18380,Medium-term,Employed,42588,61,No,Auto,3,Growing,No,0.0,0,N/A,No,Non-performing,Yes,75,2904
614,31984,Long-term,Unemployed,182781,8,No,Business,4,Stable,Yes,31984.0,4,Long-term,Yes,Performing,No,100,969
676,49633,Long-term,Retired,198860,53,No,Personal,3,Stable,No,0.0,0,N/A,No,Non-performing,Yes,0,4794
588,13125,Long-term,Unemployed,57019,11,Yes,Personal,4,Growing,No,0.0,0,N/A,No,Non-performing,Yes,43,906
736,41059,Medium-term,Unemployed,196020,15,No,Auto,6,Stable,Yes,41059.0,6,Medium-term,No,Performing,No,100,2034
576,9033,Short-term,Employed,85133,58,No,Personal,14,Growing,No,0.0,0,N/A,No,Non-performing,Yes,21,803
802,42873,Short-term,Retired,134444,49,No,Auto,3,Stable,No,0.0,0,N/A,No,Non-performing,Yes,37,2623
815,22087,Long-term,Unemployed,137603,27,No,Personal,3,Growing,Yes,22087.0,3,Long-term,No,Performing,No,100,2739
649,45901,Long-term,Retired,178598,32,No,Auto,16,Recession,Yes,44649.5,16,Long-term,Yes,Performing,No,100,4682
745,10704,Long-term,Employed,148585,61,No,Business,6,Recession,No,0.0,0,N/A,No,Non-performing,Yes,18,4009
649,12848,Long-term,Unemployed,63395,30,No,Auto,7,Recession,Yes,12848.0,7,Long-term,Yes,Performing,No,100,4901
436,26592,Medium-term,Employed,175103,29,Yes,Auto,13,Recession,No,0.0,0,N/A,No,Non-performing,Yes,79,1264
542,11924,Short-term,Retired,145814,58,No,Mortgage,15,Stable,No,0.0,0,N/A,No,Non-performing,Yes,30,719
842,32208,Long-term,Retired,188773,33,No,Business,18,Stable,Yes,32208.0,18,Long-term,No,Performing,No,100,3166
339,24614,Medium-term,Employed,132599,40,No,Business,15,Growing,No,0.0,0,N/A,No,Non-performing,Yes,66,4972
528,5488,Long-term,Self-employed,45939,18,No,Business,4,Recession,No,0.0,0,N/A,No,Non-performing,Yes,86,546
847,44882,Long-term,Unemployed,171396,39,Yes,Personal,18,Recession,Yes,42849.0,18,Long-term,No,Non-performing,Yes,41,2437
522,30923,Short-term,Retired,173939,34,No,Mortgage,8,Stable,No,0.0,0,N/A,No,Non-performing,Yes,81,308
305,40941,Long-term,Retired,20203,21,No,Business,16,Stable,No,0.0,0,N/A,No,Non-performing,Yes,25,2560
621,34165,Short-term,Unemployed,167616,71,Yes,Personal,3,Stable,No,0.0,0,N/A,No,Non-performing,Yes,12,3542
767,6667,Short-term,Employed,166971,34,No,Personal,19,Growing,Yes,6667.0,19,Short-term,No,Performing,No,100,2811
374,31213,Short-term,Employed,49063,49,No,Personal,13,Growing,No,0.0,0,N/A,No,Non-performing,Yes,57,2437
303,9114,Medium-term,Employed,110880,55,No,Mortgage,5,Stable,No,0.0,0,N/A,No,Non-performing,Yes,17,1391
417,41321,Medium-term,Self-employed,23748,51,No,Personal,13,Growing,No,0.0,0,N/A,No,Non-performing,Yes,66,2298
803,12761,Short-term,Self-employed,137269,57,Yes,Mortgage,7,Growing,No,0.0,0,N/A,No,Non-performing,Yes,86,1500
740,36116,Long-term,Retired,100764,68,No,Auto,19,Growing,No,0.0,0,N/A,No,Non-performing,Yes,2,2755
493,38768,Short-term,Employed,171956,42,No,Personal,9,Stable,No,0.0,0,N/A,No,Non-performing,Yes,54,4112
691,30426,Long-term,Unemployed,176255,68,No,Business,12,Recession,No,0.0,0,N/A,No,Non-performing,Yes,88,804
325,22772,Short-term,Retired,128036,11,No,Personal,13,Growing,No,0.0,0,N/A,No,Non-performing,Yes,90,925
734,43218,Long-term,Unemployed,170331,26,No,Auto,5,Recession,Yes,42582.75,5,Long-term,No,Performing,No,100,1104
472,8712,Medium-term,Retired,187031,45,No,Auto,12,Recession,No,0.0,0,N/A,No,Non-performing,Yes,57,3560
599,6367,Long-term,Self-employed,136525,14,No,Personal,12,Stable,No,0.0,0,N/A,No,Non-performing,Yes,62,476
625,45957,Short-term,Retired,184529,61,No,Auto,16,Stable,No,0.0,0,N/A,No,Non-performing,Yes,90,1072
709,46781,Medium-term,Self-employed,105679,11,No,Mortgage,14,Growing,Yes,26419.75,14,Medium-term,No,Performing,No,100,4313
417,31200,Long-term,Retired,145829,54,No,Mortgage,17,Stable,No,0.0,0,N/A,No,Non-performing,Yes,51,3176
524,8726,Long-term,Employed,148216,56,No,Personal,12,Recession,No,0.0,0,N/A,No,Non-performing,Yes,88,543
831,28616,Long-term,Unemployed,153175,37,No,Mortgage,12,Growing,Yes,28616.0,12,Long-term,No,Performing,No,100,854
412,32723,Long-term,Employed,85901,5,No,Mortgage,3,Recession,No,0.0,0,N/A,No,Non-performing,Yes,23,3704
439,42574,Long-term,Retired,195607,57,No,Business,12,Stable,No,0.0,0,N/A,No,Non-performing,Yes,71,4835
300,39958,Medium-term,Retired,167175,64,No,Personal,4,Stable,No,0.0,0,N/A,No,Non-performing,Yes,8,2271
389,14108,Medium-term,Retired,118046,38,No,Auto,19,Growing,No,0.0,0,N/A,No,Non-performing,Yes,36,2805
619,17178,Medium-term,Self-employed,110012,8,No,Personal,9,Stable,Yes,17178.0,9,Medium-term,Yes,Performing,No,100,3565
849,40643,Medium-term,Unemployed,98278,21,No,Mortgage,9,Growing,Yes,24569.5,9,Medium-term,No,Performing,No,100,2811
438,36324,Short-term,Unemployed,32391,8,No,Business,11,Recession,No,0.0,0,N/A,No,Non-performing,Yes,93,2507
810,43360,Medium-term,Retired,122476,47,Yes,Personal,4,Growing,No,0.0,0,N/A,No,Non-performing,Yes,82,722
558,22824,Long-term,Retired,179973,8,Yes,Personal,16,Growing,No,0.0,0,N/A,No,Non-performing,Yes,52,1823
309,13927,Long-term,Self-employed,140721,5,No,Mortgage,19,Stable,No,0.0,0,N/A,No,Non-performing,Yes,79,3422
560,33144,Medium-term,Employed,117537,54,No,Mortgage,3,Stable,No,0.0,0,N/A,No,Non-performing,Yes,23,2019
471,36010,Long-term,Employed,101159,65,No,Personal,11,Recession,No,0.0,0,N/A,No,Non-performing,Yes,20,1018
312,27443,Medium-term,Unemployed,151040,39,Yes,Mortgage,6,Recession,No,0.0,0,N/A,No,Non-performing,Yes,99,4315
467,19437,Long-term,Self-employed,189509,12,Yes,Mortgage,10,Growing,No,0.0,0,N/A,No,Non-performing,Yes,39,681
620,49298,Short-term,Retired,55503,28,No,Mortgage,15,Recession,Yes,13875.75,15,Short-term,Yes,Performing,No,100,3981
618,44778,Short-term,Unemployed,95403,40,No,Mortgage,6,Growing,No,0.0,0,N/A,No,Non-performing,Yes,61,1786
628,16207,Medium-term,Self-employed,192330,54,No,Mortgage,11,Stable,No,0.0,0,N/A,No,Non-performing,Yes,69,4009
849,30537,Medium-term,Employed,184796,47,No,Business,11,Stable,No,0.0,0,N/A,No,Non-performing,Yes,68,2099
718,40757,Medium-term,Self-employed,84286,31,No,Mortgage,14,Recession,Yes,21071.5,14,Medium-term,No,Performing,No,100,2811
394,17040,Long-term,Employed,94842,36,No,Auto,12,Stable,No,0.0,0,N/A,No,Non-performing,Yes,13,500
617,46986,Medium-term,Self-employed,124927,22,No,Personal,13,Growing,Yes,31231.75,13,Medium-term,Yes,Performing,No,100,3748
535,27612,Short-term,Unemployed,34908,32,Yes,Business,9,Growing,No,0.0,0,N/A,No,Non-performing,Yes,41,2728
633,33441,Long-term,Employed,57228,33,No,Business,11,Growing,Yes,14307.0,11,Long-term,Yes,Performing,No,100,1756
675,11471,Medium-term,Unemployed,43386,20,No,Mortgage,8,Growing,Yes,10846.5,8,Medium-term,No,Performing,No,100,720
758,40631,Long-term,Unemployed,197826,51,No,Personal,18,Stable,No,0.0,0,N/A,No,Non-performing,Yes,49,346
436,48461,Long-term,Employed,48302,63,No,Auto,17,Stable,No,0.0,0,N/A,No,Non-performing,Yes,60,3439
846,31523,Medium-term,Employed,80815,35,Yes,Mortgage,9,Growing,Yes,20203.75,9,Medium-term,No,Non-performing,Yes,3,3110
812,36348,Long-term,Retired,83344,8,Yes,Personal,18,Growing,Yes,20836.0,18,Long-term,No,Non-performing,Yes,71,4819
595,6177,Short-term,Retired,186690,41,No,Mortgage,7,Growing,No,0.0,0,N/A,No,Non-performing,Yes,87,2468
619,9760,Short-term,Retired,131603,21,No,Mortgage,18,Growing,Yes,9760.0,18,Short-term,Yes,Performing,No,100,4094
648,37779,Long-term,Unemployed,81114,43,Yes,Mortgage,3,Stable,No,0.0,0,N/A,No,Non-performing,Yes,74,1939
528,26636,Medium-term,Unemployed,45525,52,No,Mortgage,7,Recession,No,0.0,0,N/A,No,Non-performing,Yes,16,3003
569,21353,Long-term,Retired,99818,50,No,Mortgage,9,Growing,No,0.0,0,N/A,No,Non-performing,Yes,84,4495
590,16556,Short-term,Unemployed,134589,52,Yes,Mortgage,7,Stable,No,0.0,0,N/A,No,Non-performing,Yes,56,4598
464,32598,Long-term,Unemployed,165406,43,No,Mortgage,19,Growing,No,0.0,0,N/A,No,Non-performing,Yes,89,3791
304,16563,Long-term,Employed,114715,8,No,Auto,10,Recession,No,0.0,0,N/A,No,Non-performing,Yes,47,3941
678,48790,Short-term,Employed,26644,34,No,Business,3,Recession,Yes,6661.0,3,Short-term,No,Performing,No,100,4448
377,13234,Long-term,Unemployed,121154,34,No,Auto,4,Stable,No,0.0,0,N/A,No,Non-performing,Yes,43,1492
709,30519,Long-term,Retired,184005,26,No,Mortgage,17,Growing,Yes,30519.0,17,Long-term,No,Performing,No,100,3850
431,31966,Medium-term,Self-employed,63469,70,Yes,Mortgage,13,Stable,No,0.0,0,N/A,No,Non-performing,Yes,44,4355
341,21173,Medium-term,Retired,184759,16,No,Auto,12,Stable,No,0.0,0,N/A,No,Non-performing,Yes,90,3108
388,31987,Short-term,Self-employed,126609,40,No,Auto,6,Growing,No,0.0,0,N/A,No,Non-performing,Yes,79,4400
701,18178,Short-term,Retired,168447,22,No,Business,7,Growing,Yes,18178.0,7,Short-term,No,Performing,No,100,3438
595,44338,Short-term,Employed,85206,57,Yes,Auto,6,Growing,No,0.0,0,N/A,No,Non-performing,Yes,89,3614
594,29596,Medium-term,Unemployed,116462,5,Yes,Business,15,Stable,No,0.0,0,N/A,No,Non-performing,Yes,32,859
825,38174,Short-term,Unemployed,187679,62,Yes,Mortgage,15,Stable,No,0.0,0,N/A,No,Non-performing,Yes,30,2868
721,46974,Short-term,Employed,103178,10,Yes,Personal,4,Growing,Yes,25794.5,4,Short-term,No,Non-performing,Yes,46,3188
322,9431,Short-term,Self-employed,175065,74,No,Personal,18,Stable,No,0.0,0,N/A,No,Non-performing,Yes,5,2215
442,32764,Medium-term,Self-employed,195458,48,No,Personal,3,Stable,No,0.0,0,N/A,No,Non-performing,Yes,71,4328
444,26627,Long-term,Self-employed,197359,28,No,Personal,11,Stable,No,0.0,0,N/A,No,Non-performing,Yes,70,1823
524,44310,Short-term,Employed,106724,23,No,Mortgage,5,Growing,No,0.0,0,N/A,No,Non-performing,Yes,33,3066
802,13906,Long-term,Self-employed,116393,22,No,Personal,9,Stable,Yes,13906.0,9,Long-term,No,Performing,No,100,529
403,41914,Short-term,Employed,147314,34,Yes,Auto,12,Growing,No,0.0,0,N/A,No,Non-performing,Yes,52,2455
338,49814,Long-term,Retired,96312,46,No,Auto,3,Stable,No,0.0,0,N/A,No,Non-performing,Yes,13,2559
497,18076,Medium-term,Retired,95324,37,No,Personal,12,Stable,No,0.0,0,N/A,No,Non-performing,Yes,15,4292
690,42650,Medium-term,Employed,91196,16,No,Auto,11,Growing,Yes,22799.0,11,Medium-term,No,Performing,No,100,1818
478,11012,Short-term,Unemployed,90014,31,No,Business,17,Stable,No,0.0,0,N/A,No,Non-performing,Yes,42,1365
747,12151,Long-term,Retired,159282,43,No,Mortgage,17,Growing,No,0.0,0,N/A,No,Non-performing,Yes,72,1408
799,33211,Medium-term,Self-employed,161994,13,No,Personal,5,Stable,Yes,33211.0,5,Medium-term,No,Performing,No,100,1150
314,32117,Short-term,Employed,187361,25,No,Personal,7,Growing,No,0.0,0,N/A,No,Non-performing,Yes,73,3573
588,41378,Short-term,Self-employed,53340,33,No,Mortgage,11,Stable,No,0.0,0,N/A,No,Non-performing,Yes,80,2349
777,47652,Medium-term,Self-employed,59850,37,No,Auto,11,Stable,Yes,14962.5,11,Medium-term,No,Performing,No,100,2909
530,11894,Medium-term,Unemployed,133711,66,No,Mortgage,9,Growing,No,0.0,0,N/A,No,Non-performing,Yes,11,3021
719,18467,Short-term,Self-employed,31094,19,Yes,Mortgage,14,Recession,Yes,7773.5,14,Short-term,No,Non-performing,Yes,69,4776
456,36010,Long-term,Unemployed,107959,6,No,Auto,11,Stable,No,0.0,0,N/A,No,Non-performing,Yes,18,4141
849,47641,Long-term,Retired,184490,56,Yes,Mortgage,8,Growing,No,0.0,0,N/A,No,Non-performing,Yes,40,2517
740,17289,Long-term,Employed,25741,48,No,Auto,4,Growing,No,0.0,0,N/A,No,Non-performing,Yes,52,632
396,49976,Short-term,Self-employed,131585,58,No,Auto,11,Growing,No,0.0,0,N/A,No,Non-performing,Yes,28,998
710,48596,Medium-term,Employed,142564,22,No,Mortgage,19,Recession,Yes,35641.0,19,Medium-term,No,Performing,No,100,2754
588,28171,Short-term,Self-employed,88798,7,No,Business,3,Stable,No,0.0,0,N/A,No,Non-performing,Yes,69,1569
553,39905,Medium-term,Employed,136026,11,No,Auto,8,Recession,No,0.0,0,N/A,No,Non-performing,Yes,58,3020
495,25829,Long-term,Self-employed,130130,47,No,Mortgage,7,Stable,No,0.0,0,N/A,No,Non-performing,Yes,88,1352
821,39054,Long-term,Self-employed,42164,42,No,Auto,4,Stable,No,0.0,0,N/A,No,Non-performing,Yes,63,869
816,49139,Medium-term,Self-employed,186667,41,No,Business,11,Recession,No,0.0,0,N/A,No,Non-performing,Yes,23,933
417,34734,Medium-term,Self-employed,50257,62,No,Business,16,Growing,No,0.0,0,N/A,No,Non-performing,Yes,88,2309
458,12052,Short-term,Self-employed,165283,37,No,Personal,6,Growing,No,0.0,0,N/A,No,Non-performing,Yes,15,4749
527,8654,Long-term,Self-employed,115989,63,No,Auto,6,Growing,No,0.0,0,N/A,No,Non-performing,Yes,51,3524
515,28486,Short-term,Self-employed,156304,15,No,Auto,17,Growing,No,0.0,0,N/A,No,Non-performing,Yes,79,1191
314,23743,Short-term,Self-employed,72691,72,No,Mortgage,10,Stable,No,0.0,0,N/A,No,Non-performing,Yes,5,1296
456,29489,Short-term,Self-employed,99768,72,No,Auto,6,Growing,No,0.0,0,N/A,No,Non-performing,Yes,36,4014
560,13636,Long-term,Employed,176685,26,Yes,Personal,18,Stable,No,0.0,0,N/A,No,Non-performing,Yes,84,1760
456,11441,Short-term,Unemployed,34026,70,Yes,Business,6,Recession,No,0.0,0,N/A,No,Non-performing,Yes,3,4754
346,29611,Short-term,Self-employed,50908,48,Yes,Business,18,Recession,No,0.0,0,N/A,No,Non-performing,Yes,97,360
623,47435,Short-term,Unemployed,39610,10,No,Personal,14,Stable,Yes,9902.5,14,Short-term,Yes,Performing,No,100,2364
429,17149,Short-term,Self-employed,197718,46,No,Auto,18,Growing,No,0.0,0,N/A,No,Non-performing,Yes,91,1285
710,39566,Short-term,Self-employed,83185,29,No,Auto,10,Stable,Yes,20796.25,10,Short-term,No,Performing,No,100,2549
394,47368,Short-term,Employed,92567,61,No,Personal,8,Stable,No,0.0,0,N/A,No,Non-performing,Yes,37,3633
591,26675,Long-term,Retired,198646,59,No,Mortgage,12,Recession,No,0.0,0,N/A,No,Non-performing,Yes,40,4470
582,10495,Short-term,Retired,56182,20,No,Business,7,Stable,No,0.0,0,N/A,No,Non-performing,Yes,91,4401
368,47668,Medium-term,Employed,136136,18,No,Personal,12,Growing,No,0.0,0,N/A,No,Non-performing,Yes,80,3444
310,18673,Short-term,Unemployed,151642,43,No,Personal,12,Recession,No,0.0,0,N/A,No,Non-performing,Yes,13,966
553,16130,Short-term,Retired,39288,32,No,Auto,9,Recession,No,0.0,0,N/A,No,Non-performing,Yes,70,192
849,27668,Long-term,Employed,98824,55,No,Business,3,Growing,No,0.0,0,N/A,No,Non-performing,Yes,85,3278
433,20222,Long-term,Employed,180949,53,No,Auto,9,Growing,No,0.0,0,N/A,No,Non-performing,Yes,50,1451
322,28669,Medium-term,Retired,104425,13,No,Personal,3,Growing,No,0.0,0,N/A,No,Non-performing,Yes,64,464
645,39068,Medium-term,Unemployed,20917,62,No,Mortgage,17,Recession,No,0.0,0,N/A,No,Non-performing,Yes,92,3818
601,28253,Long-term,Employed,95602,49,No,Business,6,Growing,No,0.0,0,N/A,No,Non-performing,Yes,51,2024
662,14435,Long-term,Self-employed,84575,26,Yes,Personal,12,Growing,Yes,14435.0,12,Long-term,No,Non-performing,Yes,94,3195
695,33552,Short-term,Unemployed,92518,36,No,Personal,11,Stable,Yes,23129.5,11,Short-term,No,Performing,No,100,2638
517,42384,Long-term,Unemployed,59104,73,No,Mortgage,4,Stable,No,0.0,0,N/A,No,Non-performing,Yes,29,1396
440,21393,Medium-term,Retired,169134,73,No,Personal,16,Growing,No,0.0,0,N/A,No,Non-performing,Yes,56,2376
509,15617,Short-term,Retired,36999,46,No,Personal,18,Recession,No,0.0,0,N/A,No,Non-performing,Yes,78,102
759,43520,Medium-term,Self-employed,161013,57,No,Business,3,Recession,No,0.0,0,N/A,No,Non-performing,Yes,81,3592
655,14852,Short-term,Employed,81169,63,No,Business,4,Recession,No,0.0,0,N/A,No,Non-performing,Yes,98,1853
623,36401,Long-term,Retired,174542,43,No,Business,9,Growing,No,0.0,0,N/A,No,Non-performing,Yes,29,1010
432,11295,Medium-term,Retired,149744,19,No,Auto,12,Growing,No,0.0,0,N/A,No,Non-performing,Yes,97,406
426,40993,Short-term,Unemployed,130684,33,Yes,Mortgage,3,Recession,No,0.0,0,N/A,No,Non-performing,Yes,41,4331
405,39084,Short-term,Retired,79821,7,Yes,Business,15,Growing,No,0.0,0,N/A,No,Non-performing,Yes,10,4115
677,44575,Long-term,Retired,195507,14,Yes,Auto,3,Stable,Yes,44575.0,3,Long-term,No,Non-performing,Yes,26,1538
350,41451,Long-term,Retired,155601,33,Yes,Auto,7,Growing,No,0.0,0,N/A,No,Non-performing,Yes,23,972
328,12227,Long-term,Retired,32192,39,No,Mortgage,18,Recession,No,0.0,0,N/A,No,Non-performing,Yes,98,1241
761,36910,Medium-term,Unemployed,94102,10,Yes,Mortgage,17,Stable,Yes,23525.5,17,Medium-term,No,Non-performing,Yes,38,765
595,41041,Short-term,Self-employed,134894,16,No,Personal,19,Recession,No,0.0,0,N/A,No,Non-performing,Yes,71,308
596,28384,Long-term,Self-employed,106795,42,Yes,Auto,18,Stable,No,0.0,0,N/A,No,Non-performing,Yes,17,1051
706,5145,Medium-term,Employed,185159,23,No,Business,15,Growing,Yes,5145.0,15,Medium-term,No,Performing,No,100,1157
704,42778,Medium-term,Retired,86677,71,Yes,Mortgage,13,Growing,No,0.0,0,N/A,No,Non-performing,Yes,76,4844
645,21035,Medium-term,Unemployed,155699,12,No,Auto,19,Growing,Yes,21035.0,19,Medium-term,Yes,Performing,No,100,4822
719,8040,Long-term,Employed,154327,12,Yes,Business,19,Growing,Yes,8040.0,19,Long-term,No,Non-performing,Yes,44,4720
481,47422,Long-term,Employed,156285,51,No,Auto,4,Recession,No,0.0,0,N/A,No,Non-performing,Yes,87,4108
300,31160,Short-term,Self-employed,122412,8,No,Mortgage,15,Growing,No,0.0,0,N/A,No,Non-performing,Yes,86,1968
670,22633,Short-term,Unemployed,39404,55,Yes,Personal,16,Stable,No,0.0,0,N/A,No,Non-performing,Yes,11,4964
730,34344,Long-term,Unemployed,136545,71,No,Auto,13,Growing,No,0.0,0,N/A,No,Non-performing,Yes,48,871
608,22014,Medium-term,Unemployed,176452,49,Yes,Business,12,Stable,No,0.0,0,N/A,No,Non-performing,Yes,93,4935
436,19996,Medium-term,Self-employed,170245,12,No,Mortgage,5,Stable,No,0.0,0,N/A,No,Non-performing,Yes,30,4130
501,46621,Medium-term,Self-employed,43989,20,Yes,Personal,19,Stable,No,0.0,0,N/A,No,Non-performing,Yes,91,621
735,16695,Short-term,Self-employed,128106,71,No,Business,17,Recession,No,0.0,0,N/A,No,Non-performing,Yes,21,3455
612,7852,Medium-term,Self-employed,44519,13,No,Business,11,Growing,Yes,7852.0,11,Medium-term,Yes,Performing,No,100,1500
416,21014,Short-term,Self-employed,42439,64,No,Business,12,Growing,No,0.0,0,N/A,No,Non-performing,Yes,43,3838
543,32042,Short-term,Retired,138570,19,No,Auto,10,Stable,No,0.0,0,N/A,No,Non-performing,Yes,91,4443
836,38755,Medium-term,Retired,34995,45,No,Mortgage,15,Stable,No,0.0,0,N/A,No,Non-performing,Yes,63,3823
374,45390,Medium-term,Unemployed,43559,26,Yes,Business,7,Recession,No,0.0,0,N/A,No,Non-performing,Yes,76,3347
685,28711,Long-term,Employed,109049,28,No,Auto,8,Growing,Yes,27262.25,8,Long-term,No,Performing,No,100,1958
509,31122,Long-term,Unemployed,156093,48,No,Mortgage,19,Recession,No,0.0,0,N/A,No,Non-performing,Yes,24,4881
774,14160,Medium-term,Employed,118000,5,Yes,Mortgage,13,Stable,Yes,14160.0,13,Medium-term,No,Non-performing,Yes,50,4164
717,32213,Short-term,Self-employed,172191,14,Yes,Auto,18,Stable,Yes,32213.0,18,Short-term,No,Non-performing,Yes,6,4781
646,44420,Short-term,Employed,59350,60,Yes,Auto,11,Recession,No,0.0,0,N/A,No,Non-performing,Yes,5,2498
828,12421,Short-term,Unemployed,197295,54,No,Business,4,Growing,No,0.0,0,N/A,No,Non-performing,Yes,23,242
478,26400,Short-term,Unemployed,45517,16,No,Mortgage,7,Stable,No,0.0,0,N/A,No,Non-performing,Yes,18,2951
481,38537,Short-term,Employed,173322,64,Yes,Personal,3,Stable,No,0.0,0,N/A,No,Non-performing,Yes,82,3569
324,22727,Long-term,Retired,109132,30,No,Auto,6,Recession,No,0.0,0,N/A,No,Non-performing,Yes,99,3795
479,9358,Medium-term,Self-employed,79546,45,No,Mortgage,6,Growing,No,0.0,0,N/A,No,Non-performing,Yes,8,817
800,33482,Long-term,Self-employed,125686,40,No,Mortgage,5,Growing,No,0.0,0,N/A,No,Non-performing,Yes,35,742
460,37117,Short-term,Unemployed,108151,27,No,Business,11,Stable,No,0.0,0,N/A,No,Non-performing,Yes,39,3540
476,28164,Short-term,Retired,23327,47,No,Personal,14,Stable,No,0.0,0,N/A,No,Non-performing,Yes,92,2648
584,36910,Short-term,Employed,140318,10,No,Business,12,Recession,No,0.0,0,N/A,No,Non-performing,Yes,23,3793
362,37496,Short-term,Self-employed,180840,73,No,Personal,4,Stable,No,0.0,0,N/A,No,Non-performing,Yes,47,469
455,49311,Medium-term,Retired,193860,47,No,Personal,13,Growing,No,0.0,0,N/A,No,Non-performing,Yes,62,3750
768,34371,Short-term,Self-employed,135945,29,Yes,Auto,12,Recession,Yes,33986.25,12,Short-term,No,Non-performing,Yes,68,886
